"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","outlier"
"22426","pune","squash gourd",2015,"December",53,2667,4500,4067,"2015-12","Pune","Maharashtra",TRUE
"22427","pune-manjri","squash gourd",2015,"December",25,4375,6375,5625,"2015-12","Pune","Maharashtra",TRUE
"22442","karad","squash gourd",2015,"December",96,2075,2630,2630,"2015-12","Satara","Maharashtra",TRUE
"22485","akola","sunflower",2015,"November",33,3300,5200,4600,"2015-11","Akola","Maharashtra",TRUE
"22489","amarawati","sunflower",2015,"December",3,6300,6500,6400,"2015-12","Amaravathi","Maharashtra",TRUE
"22499","amarawati","sunflower",2015,"November",3,6300,6650,6475,"2015-11","Amaravathi","Maharashtra",TRUE
"22535","jalgaon jamod-aasalgaon","sunflower",2015,"June",1,2000,2000,2000,"2015-06","Buldhana","Maharashtra",TRUE
"22551","shirpur","sunflower",2015,"December",21,4676,5213,5213,"2015-12","Dhule","Maharashtra",TRUE
"22553","sakri","sunflower",2015,"June",6,1600,1900,1710,"2015-06","Dhule","Maharashtra",TRUE
"22554","shirpur","sunflower",2015,"June",6,2200,2200,2200,"2015-06","Dhule","Maharashtra",TRUE
"22570","chalisgaon","sunflower",2015,"November",9,3100,5176,4900,"2015-11","Jalgaon","Maharashtra",TRUE
"22612","nandurbar","sunflower",2015,"December",682,3980,5804,5125,"2015-12","Nandurbar","Maharashtra",TRUE
"22613","nandurbar","sunflower",2015,"February",178,3423,4569,4084,"2015-02","Nandurbar","Maharashtra",TRUE
"22614","nandurbar","sunflower",2015,"January",306,3661,5156,4454,"2015-01","Nandurbar","Maharashtra",TRUE
"22618","nandurbar","sunflower",2015,"March",164,3931,4582,4321,"2015-03","Nandurbar","Maharashtra",TRUE
"22620","nandurbar","sunflower",2015,"November",922,3698,4765,4441,"2015-11","Nandurbar","Maharashtra",TRUE
"22622","sinner","sunflower",2015,"April",1,2000,2000,2000,"2015-04","Nasik","Maharashtra",TRUE
"22623","kalvan","sunflower",2015,"August",4,4726,4726,4726,"2015-08","Nasik","Maharashtra",TRUE
"22627","lasalgaon","sunflower",2015,"January",6,3441,4081,4001,"2015-01","Nasik","Maharashtra",TRUE
"22633","lasalgaon","sunflower",2015,"November",3,1800,5370,4451,"2015-11","Nasik","Maharashtra",TRUE
"22638","tuljapur","sunflower",2015,"April",10,3940,4050,3995,"2015-04","Osmanabad","Maharashtra",TRUE
"22693","barshi","sunflower",2015,"February",116,4400,5875,5450,"2015-02","Solapur","Maharashtra",TRUE
"22715","rahata","sweet potato",2015,"September",4,3000,3600,3550,"2015-09","Ahmadnagar","Maharashtra",TRUE
"22743","kamthi","sweet potato",2015,"April",6,2300,4500,3400,"2015-04","Nagpur","Maharashtra",TRUE
"22749","osmanabad","sweet potato",2015,"July",14,3000,3200,3100,"2015-07","Osmanabad","Maharashtra",TRUE
"22763","ratanagari","sweet potato",2015,"December",12,2000,3000,2600,"2015-12","Ratnagiri","Maharashtra",TRUE
"22913","barshi","tamarind seed",2015,"September",2,1100,1100,1100,"2015-09","Solapur","Maharashtra",TRUE
"22923","vaijapur","thymol/lovage",2015,"December",1,5500,5500,5500,"2015-12","Aurangabad","Maharashtra",TRUE
"22942","nandurbar","thymol/lovage",2015,"December",1490,11813,14442,13381,"2015-12","Nandurbar","Maharashtra",TRUE
"23000","amarawati","tomato",2015,"November",25,2600,2800,2697,"2015-11","Amaravathi","Maharashtra",TRUE
"23037","jalgaon","tomato",2015,"November",245,2400,3138,2719,"2015-11","Jalgaon","Maharashtra",TRUE
"23069","mumbai","tomato",2015,"November",67477,2369,2800,2613,"2015-11","Mumbai","Maharashtra",TRUE
"23091","kamthi","tomato",2015,"July",253,1820,3780,2908,"2015-07","Nagpur","Maharashtra",TRUE
"23107","kamthi","tomato",2015,"November",256,1770,3250,2643,"2015-11","Nagpur","Maharashtra",TRUE
"23136","pimpalgaon basawant","tomato",2015,"November",230557,1244,3825,2779,"2015-11","Nasik","Maharashtra",TRUE
"23161","junnar (narayangaon)","tomato",2015,"February",25456,2125,3104,2614,"2015-02","Pune","Maharashtra",TRUE
"23165","junnar (narayangaon)","tomato",2015,"January",18645,2306,3516,2942,"2015-01","Pune","Maharashtra",TRUE
"23184","pune","tomato",2015,"November",22320,1167,3050,2678,"2015-11","Pune","Maharashtra",TRUE
"23186","pune-pimpri","tomato",2015,"November",154,2109,3264,2875,"2015-11","Pune","Maharashtra",TRUE
"23225","vai","tomato",2015,"December",1131,2340,2828,2690,"2015-12","Satara","Maharashtra",TRUE
"23233","vai","tomato",2015,"January",845,2896,3385,3140,"2015-01","Satara","Maharashtra",TRUE
"23251","patan","tomato",2015,"November",1245,2383,3025,2704,"2015-11","Satara","Maharashtra",TRUE
"23253","vai","tomato",2015,"November",1072,2646,3146,3003,"2015-11","Satara","Maharashtra",TRUE
"23307","akluj","tomato",2015,"November",157,1679,3036,3036,"2015-11","Solapur","Maharashtra",TRUE
"23328","murbad","tomato",2015,"December",367,3425,3763,3350,"2015-12","Thane","Maharashtra",TRUE
"23330","murbad","tomato",2015,"February",15,2820,3020,2580,"2015-02","Thane","Maharashtra",TRUE
"23331","kalyan","tomato",2015,"January",3,2400,2800,2600,"2015-01","Thane","Maharashtra",TRUE
"23332","murbad","tomato",2015,"January",45,3227,3453,3053,"2015-01","Thane","Maharashtra",TRUE
"23337","murbad","tomato",2015,"June",7001,2869,3038,2615,"2015-06","Thane","Maharashtra",TRUE
"23343","kalyan","tomato",2015,"November",1740,2791,3200,2982,"2015-11","Thane","Maharashtra",TRUE
"23391","mumbai","turmeric",2015,"April",6042,10000,18333,14167,"2015-04","Mumbai","Maharashtra",TRUE
"23394","mumbai","turmeric",2015,"February",4806,10891,15309,13118,"2015-02","Mumbai","Maharashtra",TRUE
"23395","mumbai","turmeric",2015,"January",2442,10000,15333,12667,"2015-01","Mumbai","Maharashtra",TRUE
"23398","mumbai","turmeric",2015,"March",5288,10550,17600,14075,"2015-03","Mumbai","Maharashtra",TRUE
"23399","mumbai","turmeric",2015,"May",4037,12227,16773,14500,"2015-05","Mumbai","Maharashtra",TRUE
"23401","mumbai","turmeric",2015,"October",1266,9556,15389,12444,"2015-10","Mumbai","Maharashtra",TRUE
"23457","pune","turmeric",2015,"December",29,11917,14667,13671,"2015-12","Pune","Maharashtra",TRUE
"23458","pune-pimpri","turmeric",2015,"December",23,11833,13833,13333,"2015-12","Pune","Maharashtra",TRUE
"23460","pune","turmeric",2015,"March",6,10500,13500,12000,"2015-03","Pune","Maharashtra",TRUE
"23517","nagpur","wal bhaji",2015,"June",120,4500,6000,5625,"2015-06","Nagpur","Maharashtra",TRUE
"23525","kamthi","wal bhaji",2015,"October",38,3125,7125,5225,"2015-10","Nagpur","Maharashtra",TRUE
"23673","mumbai","water melon",2015,"August",19031,1468,2173,1786,"2015-08","Mumbai","Maharashtra",TRUE
"23677","mumbai","water melon",2015,"July",105881,1554,2088,1819,"2015-07","Mumbai","Maharashtra",TRUE
"23689","karad","water melon",2015,"April",6144,8278,12989,10633,"2015-04","Satara","Maharashtra",TRUE
"23690","karad","water melon",2015,"March",3045,6260,11800,9030,"2015-03","Satara","Maharashtra",TRUE
"23727","jamkhed","wheat(husked)",2015,"August",118,1915,2275,2086,"2015-08","Ahmadnagar","Maharashtra",TRUE
"23757","pathardi","wheat(husked)",2015,"February",332,1513,2133,4451,"2015-02","Ahmadnagar","Maharashtra",TRUE
"23792","jamkhed","wheat(husked)",2015,"June",407,1874,2368,2121,"2015-06","Ahmadnagar","Maharashtra",TRUE
"23840","shrirampur-belapur","wheat(husked)",2015,"November",473,1385,1595,2163,"2015-11","Ahmadnagar","Maharashtra",TRUE
"23856","jamkhed","wheat(husked)",2015,"September",179,1946,2271,2109,"2015-09","Ahmadnagar","Maharashtra",TRUE
"23900","patur","wheat(husked)",2015,"July",360,3142,1725,3127,"2015-07","Akola","Maharashtra",TRUE
"24033","paithan","wheat(husked)",2015,"April",4726,716,868,823,"2015-04","Aurangabad","Maharashtra",TRUE
"24091","ambejogai","wheat(husked)",2015,"April",45,2011,2263,2150,"2015-04","Beed","Maharashtra",TRUE
"24097","kille dharur","wheat(husked)",2015,"April",156,2751,3645,3207,"2015-04","Beed","Maharashtra",TRUE
"24111","kej","wheat(husked)",2015,"December",21,2350,2575,2379,"2015-12","Beed","Maharashtra",TRUE
"24138","ambejogai","wheat(husked)",2015,"June",52,2193,2457,2302,"2015-06","Beed","Maharashtra",TRUE
"24143","kej","wheat(husked)",2015,"June",50,1885,2491,2096,"2015-06","Beed","Maharashtra",TRUE
"24154","ambejogai","wheat(husked)",2015,"May",41,2113,2208,2172,"2015-05","Beed","Maharashtra",TRUE
"24159","kille dharur","wheat(husked)",2015,"May",76,1992,2636,2355,"2015-05","Beed","Maharashtra",TRUE
"24167","kille dharur","wheat(husked)",2015,"November",23,2111,2498,2342,"2015-11","Beed","Maharashtra",TRUE
"24331","dondaicha","wheat(husked)",2015,"April",75919,1424,1857,2384,"2015-04","Dhule","Maharashtra",TRUE
"24413","hingoli","wheat(husked)",2015,"November",775,2103,2103,2103,"2015-11","Hingoli","Maharashtra",TRUE
"24583","kolhapur-laxmipuri","wheat(husked)",2015,"December",3340,2371,2885,2702,"2015-12","Kolhapur","Maharashtra",TRUE
"24584","kolhapur-laxmipuri","wheat(husked)",2015,"February",1860,1786,2800,2314,"2015-02","Kolhapur","Maharashtra",TRUE
"24585","kolhapur-laxmipuri","wheat(husked)",2015,"January",1135,1867,2850,2283,"2015-01","Kolhapur","Maharashtra",TRUE
"24586","kolhapur-laxmipuri","wheat(husked)",2015,"November",3890,2324,2900,2619,"2015-11","Kolhapur","Maharashtra",TRUE
"24587","kolhapur-laxmipuri","wheat(husked)",2015,"October",4250,2300,2792,2533,"2015-10","Kolhapur","Maharashtra",TRUE
"24588","ausa","wheat(husked)",2015,"April",581,1888,2993,2581,"2015-04","Latur","Maharashtra",TRUE
"24589","latur","wheat(husked)",2015,"April",1492,1605,3098,2140,"2015-04","Latur","Maharashtra",TRUE
"24592","ausa","wheat(husked)",2015,"August",42,1608,2782,2444,"2015-08","Latur","Maharashtra",TRUE
"24593","latur","wheat(husked)",2015,"August",2609,1569,2850,2253,"2015-08","Latur","Maharashtra",TRUE
"24599","ausa","wheat(husked)",2015,"December",40,1431,2801,2271,"2015-12","Latur","Maharashtra",TRUE
"24600","latur","wheat(husked)",2015,"December",4175,1525,2893,2539,"2015-12","Latur","Maharashtra",TRUE
"24609","ausa","wheat(husked)",2015,"July",73,1689,2874,2465,"2015-07","Latur","Maharashtra",TRUE
"24610","latur","wheat(husked)",2015,"July",2573,1555,2830,2387,"2015-07","Latur","Maharashtra",TRUE
"24615","ausa","wheat(husked)",2015,"June",148,1678,2733,2483,"2015-06","Latur","Maharashtra",TRUE
"24616","latur","wheat(husked)",2015,"June",2343,1634,3154,2625,"2015-06","Latur","Maharashtra",TRUE
"24619","ausa","wheat(husked)",2015,"March",853,1834,2805,2389,"2015-03","Latur","Maharashtra",TRUE
"24622","ausa","wheat(husked)",2015,"May",252,1465,2905,2337,"2015-05","Latur","Maharashtra",TRUE
"24623","latur","wheat(husked)",2015,"May",1676,1699,3452,2646,"2015-05","Latur","Maharashtra",TRUE
"24626","ausa","wheat(husked)",2015,"November",49,1541,3141,2623,"2015-11","Latur","Maharashtra",TRUE
"24627","latur","wheat(husked)",2015,"November",4400,1519,2944,2627,"2015-11","Latur","Maharashtra",TRUE
"24631","ausa","wheat(husked)",2015,"October",12,1375,2951,2651,"2015-10","Latur","Maharashtra",TRUE
"24632","latur","wheat(husked)",2015,"October",4161,1495,2816,2480,"2015-10","Latur","Maharashtra",TRUE
"24636","ausa","wheat(husked)",2015,"September",59,1426,2668,2270,"2015-09","Latur","Maharashtra",TRUE
"24637","latur","wheat(husked)",2015,"September",3782,1518,2688,2361,"2015-09","Latur","Maharashtra",TRUE
"24914","kalamb (os)","wheat(husked)",2015,"April",1462,2234,3186,2703,"2015-04","Osmanabad","Maharashtra",TRUE
"24915","murum","wheat(husked)",2015,"April",192,2003,2341,2170,"2015-04","Osmanabad","Maharashtra",TRUE
"24916","osmanabad","wheat(husked)",2015,"April",520,1530,3914,2722,"2015-04","Osmanabad","Maharashtra",TRUE
"24920","murum","wheat(husked)",2015,"August",2,2488,2488,2488,"2015-08","Osmanabad","Maharashtra",TRUE
"24921","osmanabad","wheat(husked)",2015,"August",7,2790,2900,2800,"2015-08","Osmanabad","Maharashtra",TRUE
"24928","umarga","wheat(husked)",2015,"December",9,2010,2168,2098,"2015-12","Osmanabad","Maharashtra",TRUE
"24937","osmanabad","wheat(husked)",2015,"July",32,1796,2550,2156,"2015-07","Osmanabad","Maharashtra",TRUE
"24939","kalamb (os)","wheat(husked)",2015,"June",643,1747,2597,2106,"2015-06","Osmanabad","Maharashtra",TRUE
"24940","osmanabad","wheat(husked)",2015,"June",65,1900,2689,2234,"2015-06","Osmanabad","Maharashtra",TRUE
"24943","kalamb (os)","wheat(husked)",2015,"March",1485,2149,2987,2554,"2015-03","Osmanabad","Maharashtra",TRUE
"24947","kalamb (os)","wheat(husked)",2015,"May",978,2191,3178,2695,"2015-05","Osmanabad","Maharashtra",TRUE
"24948","murum","wheat(husked)",2015,"May",13,2251,2584,2417,"2015-05","Osmanabad","Maharashtra",TRUE
"24949","osmanabad","wheat(husked)",2015,"May",133,1813,2852,2344,"2015-05","Osmanabad","Maharashtra",TRUE
"24955","tuljapur","wheat(husked)",2015,"November",3,2528,2528,2528,"2015-11","Osmanabad","Maharashtra",TRUE
"24958","murum","wheat(husked)",2015,"October",2,2500,2500,2500,"2015-10","Osmanabad","Maharashtra",TRUE
"24961","kalamb (os)","wheat(husked)",2015,"September",261,1953,2654,2234,"2015-09","Osmanabad","Maharashtra",TRUE
"24985","pathari","wheat(husked)",2015,"February",24,1510,1636,375,"2015-02","Parbhani","Maharashtra",TRUE
"24991","pathari","wheat(husked)",2015,"January",158,1455,1586,828,"2015-01","Parbhani","Maharashtra",TRUE
"25012","pathari","wheat(husked)",2015,"March",139,1513,1914,1069,"2015-03","Parbhani","Maharashtra",TRUE
"25026","pathari","wheat(husked)",2015,"November",15,1651,1984,634,"2015-11","Parbhani","Maharashtra",TRUE
"25032","pathari","wheat(husked)",2015,"October",17,1576,1814,837,"2015-10","Parbhani","Maharashtra",TRUE
"25039","pathari","wheat(husked)",2015,"September",61,1590,1955,1060,"2015-09","Parbhani","Maharashtra",TRUE
"25047","pune","wheat(husked)",2015,"April",15996,2316,2806,2556,"2015-04","Pune","Maharashtra",TRUE
"25055","pune","wheat(husked)",2015,"August",6408,2134,2671,2462,"2015-08","Pune","Maharashtra",TRUE
"25059","indapur","wheat(husked)",2015,"December",150,1531,2504,2193,"2015-12","Pune","Maharashtra",TRUE
"25063","pune","wheat(husked)",2015,"December",7344,2191,2698,2538,"2015-12","Pune","Maharashtra",TRUE
"25064","pune-pimpri","wheat(husked)",2015,"December",2111,1895,2220,2120,"2015-12","Pune","Maharashtra",TRUE
"25068","pune","wheat(husked)",2015,"February",16674,2163,2567,2365,"2015-02","Pune","Maharashtra",TRUE
"25074","pune","wheat(husked)",2015,"January",12777,2175,2567,2370,"2015-01","Pune","Maharashtra",TRUE
"25080","pune","wheat(husked)",2015,"July",7539,2237,2758,2579,"2015-07","Pune","Maharashtra",TRUE
"25087","pune","wheat(husked)",2015,"June",7660,2086,2757,2488,"2015-06","Pune","Maharashtra",TRUE
"25090","pune","wheat(husked)",2015,"March",18676,2190,2585,2387,"2015-03","Pune","Maharashtra",TRUE
"25095","pune","wheat(husked)",2015,"May",10370,2194,2695,2444,"2015-05","Pune","Maharashtra",TRUE
"25099","indapur","wheat(husked)",2015,"November",122,1487,2511,2111,"2015-11","Pune","Maharashtra",TRUE
"25101","indapur-bhigwan","wheat(husked)",2015,"November",1027,2269,2959,2410,"2015-11","Pune","Maharashtra",TRUE
"25103","pune","wheat(husked)",2015,"November",5695,2290,2877,2632,"2015-11","Pune","Maharashtra",TRUE
"25107","indapur","wheat(husked)",2015,"October",187,1492,2471,2111,"2015-10","Pune","Maharashtra",TRUE
"25112","pune","wheat(husked)",2015,"October",6866,2249,2721,2544,"2015-10","Pune","Maharashtra",TRUE
"25119","pune","wheat(husked)",2015,"September",7507,2208,2650,2500,"2015-09","Pune","Maharashtra",TRUE
"25121","sangali","wheat(husked)",2015,"April",12473,1669,3015,2331,"2015-04","Sangli","Maharashtra",TRUE
"25122","tasgaon","wheat(husked)",2015,"April",100,2100,2300,2200,"2015-04","Sangli","Maharashtra",TRUE
"25123","sangali","wheat(husked)",2015,"August",7521,1633,2935,2487,"2015-08","Sangli","Maharashtra",TRUE
"25124","sangali","wheat(husked)",2015,"December",7992,1700,3029,2692,"2015-12","Sangli","Maharashtra",TRUE
"25125","sangali","wheat(husked)",2015,"February",5530,1669,2729,2196,"2015-02","Sangli","Maharashtra",TRUE
"25126","sangali","wheat(husked)",2015,"January",5574,1681,2774,2227,"2015-01","Sangli","Maharashtra",TRUE
"25127","sangali","wheat(husked)",2015,"July",5011,1614,2952,2476,"2015-07","Sangli","Maharashtra",TRUE
"25128","sangali","wheat(husked)",2015,"June",6335,1614,3000,2405,"2015-06","Sangli","Maharashtra",TRUE
"25129","sangali","wheat(husked)",2015,"March",13200,1705,2983,2349,"2015-03","Sangli","Maharashtra",TRUE
"25130","tasgaon","wheat(husked)",2015,"March",60,2300,2400,2350,"2015-03","Sangli","Maharashtra",TRUE
"25131","sangali","wheat(husked)",2015,"May",7553,1606,3072,2339,"2015-05","Sangli","Maharashtra",TRUE
"25132","sangali","wheat(husked)",2015,"November",6428,1720,3005,2670,"2015-11","Sangli","Maharashtra",TRUE
"25133","sangali","wheat(husked)",2015,"October",7207,1696,2980,2648,"2015-10","Sangli","Maharashtra",TRUE
"25134","sangali","wheat(husked)",2015,"September",6405,1650,3000,2578,"2015-09","Sangli","Maharashtra",TRUE
"25185","solapur","wheat(husked)",2015,"April",4987,1650,2819,2368,"2015-04","Solapur","Maharashtra",TRUE
"25193","solapur","wheat(husked)",2015,"August",2355,1835,2709,2296,"2015-08","Solapur","Maharashtra",TRUE
"25199","mangalwedha","wheat(husked)",2015,"December",26,2089,2208,2153,"2015-12","Solapur","Maharashtra",TRUE
"25201","solapur","wheat(husked)",2015,"December",3356,2153,2806,2358,"2015-12","Solapur","Maharashtra",TRUE
"25211","solapur","wheat(husked)",2015,"February",6200,1814,2607,2327,"2015-02","Solapur","Maharashtra",TRUE
"25221","solapur","wheat(husked)",2015,"January",7996,1757,2638,2360,"2015-01","Solapur","Maharashtra",TRUE
"25224","barshi-vairag","wheat(husked)",2015,"July",163,1930,2118,2087,"2015-07","Solapur","Maharashtra",TRUE
"25231","solapur","wheat(husked)",2015,"July",3114,1835,2659,2253,"2015-07","Solapur","Maharashtra",TRUE
"25241","solapur","wheat(husked)",2015,"June",4403,1736,2725,2264,"2015-06","Solapur","Maharashtra",TRUE
"25245","barshi-vairag","wheat(husked)",2015,"March",173,2072,2462,2301,"2015-03","Solapur","Maharashtra",TRUE
"25252","solapur","wheat(husked)",2015,"March",3559,1639,2677,2337,"2015-03","Solapur","Maharashtra",TRUE
"25262","solapur","wheat(husked)",2015,"May",8968,1738,2676,2259,"2015-05","Solapur","Maharashtra",TRUE
"25265","barshi-vairag","wheat(husked)",2015,"November",88,2059,2151,2142,"2015-11","Solapur","Maharashtra",TRUE
"25272","solapur","wheat(husked)",2015,"November",2659,2067,2843,2338,"2015-11","Solapur","Maharashtra",TRUE
"25281","solapur","wheat(husked)",2015,"October",4382,2017,2802,2352,"2015-10","Solapur","Maharashtra",TRUE
"25284","barshi-vairag","wheat(husked)",2015,"September",52,1968,2168,2168,"2015-09","Solapur","Maharashtra",TRUE
"25290","solapur","wheat(husked)",2015,"September",3876,1844,2682,2286,"2015-09","Solapur","Maharashtra",TRUE
"25293","kalyan","wheat(husked)",2015,"August",3,2400,2800,2500,"2015-08","Thane","Maharashtra",TRUE
"25296","bhivandi","wheat(husked)",2015,"December",419,2021,2324,2186,"2015-12","Thane","Maharashtra",TRUE
"25297","kalyan","wheat(husked)",2015,"December",21,2071,2214,2129,"2015-12","Thane","Maharashtra",TRUE
"25298","palghar(bevur)","wheat(husked)",2015,"December",2178,2093,2369,2157,"2015-12","Thane","Maharashtra",TRUE
"25299","ulhasnagar","wheat(husked)",2015,"December",3757,2130,3030,2568,"2015-12","Thane","Maharashtra",TRUE
"25312","vasai","wheat(husked)",2015,"June",1739,1519,2842,2154,"2015-06","Thane","Maharashtra",TRUE
"25314","kalyan","wheat(husked)",2015,"March",18,2033,2233,2133,"2015-03","Thane","Maharashtra",TRUE
"25318","vasai","wheat(husked)",2015,"May",640,1520,2805,2145,"2015-05","Thane","Maharashtra",TRUE
"25319","bhivandi","wheat(husked)",2015,"November",116,1913,2317,2100,"2015-11","Thane","Maharashtra",TRUE
"25320","kalyan","wheat(husked)",2015,"November",9,2133,2317,2200,"2015-11","Thane","Maharashtra",TRUE
"25323","bhivandi","wheat(husked)",2015,"October",159,2017,2283,2150,"2015-10","Thane","Maharashtra",TRUE
"25421","digras","wheat(husked)",2015,"February",165,1578,320,291,"2015-02","Yewatmal","Maharashtra",TRUE
"25425","digras","wheat(husked)",2015,"January",134,1452,117,111,"2015-01","Yewatmal","Maharashtra",TRUE
"25523","barshi","wheat(unhusked)",2015,"February",1,1500,1500,1500,"2015-02","Solapur","Maharashtra",TRUE
"24","kamthi","amla",2016,"September",3,1800,3000,2500,"2016-09","Nagpur","Maharashtra",TRUE
"118","karad","apple",2016,"April",273,16280,20240,20240,"2016-04","Satara","Maharashtra",TRUE
"119","karad","apple",2016,"August",693,21846,26385,26385,"2016-08","Satara","Maharashtra",TRUE
"122","karad","apple",2016,"July",225,20762,26762,26762,"2016-07","Satara","Maharashtra",TRUE
"123","karad","apple",2016,"June",312,18385,24154,24154,"2016-06","Satara","Maharashtra",TRUE
"125","karad","apple",2016,"May",315,19370,24000,24000,"2016-05","Satara","Maharashtra",TRUE
"127","karad","apple",2016,"September",840,17652,21717,21717,"2016-09","Satara","Maharashtra",TRUE
"241","pathardi","bajri",2016,"July",242,2175,2880,2540,"2016-07","Ahmadnagar","Maharashtra",TRUE
"264","shrirampur","bajri",2016,"June",26,2292,2442,2366,"2016-06","Ahmadnagar","Maharashtra",TRUE
"731","kolhapur-laxmipuri","bajri",2016,"January",119,1938,2310,2194,"2016-01","Kolhapur","Maharashtra",TRUE
"941","pathari","bajri",2016,"June",66,1789,2387,2326,"2016-06","Parbhani","Maharashtra",TRUE
"959","pune","bajri",2016,"April",576,2155,2282,2251,"2016-04","Pune","Maharashtra",TRUE
"967","pune","bajri",2016,"August",803,2108,2410,2299,"2016-08","Pune","Maharashtra",TRUE
"976","pune-pimpri","bajri",2016,"February",18,2100,2350,2300,"2016-02","Pune","Maharashtra",TRUE
"993","pune","bajri",2016,"July",1473,2156,2351,2297,"2016-07","Pune","Maharashtra",TRUE
"1001","pune","bajri",2016,"June",4031,2098,2286,2229,"2016-06","Pune","Maharashtra",TRUE
"1017","pune","bajri",2016,"May",3292,2143,2286,2251,"2016-05","Pune","Maharashtra",TRUE
"1033","pune","bajri",2016,"September",382,2120,2393,2293,"2016-09","Pune","Maharashtra",TRUE
"1130","ulhasnagar","bajri",2016,"April",645,1971,2974,2450,"2016-04","Thane","Maharashtra",TRUE
"1132","ulhasnagar","bajri",2016,"August",1324,1733,2642,2208,"2016-08","Thane","Maharashtra",TRUE
"1134","ulhasnagar","bajri",2016,"February",548,1950,2875,2413,"2016-02","Thane","Maharashtra",TRUE
"1136","ulhasnagar","bajri",2016,"January",1677,1883,2783,2333,"2016-01","Thane","Maharashtra",TRUE
"1142","ulhasnagar","bajri",2016,"March",860,1967,2954,2442,"2016-03","Thane","Maharashtra",TRUE
"1144","ulhasnagar","bajri",2016,"May",1260,1986,3043,2471,"2016-05","Thane","Maharashtra",TRUE
"1147","ulhasnagar","bajri",2016,"September",1090,1955,2555,2255,"2016-09","Thane","Maharashtra",TRUE
"1150","karanja","bajri",2016,"May",225,5775,5960,5850,"2016-05","Wasim","Maharashtra",TRUE
"12281","raver","bajri",2016,"November",1,900,900,900,"2016-11","Jalgaon","Maharashtra",TRUE
"1248","pune","bajri",2016,"November",3257,2126,2415,2313,"2016-11","Pune","Maharashtra",TRUE
"1268","anajngaon surji","banana",2016,"June",111,2550,2713,2613,"2016-06","Amaravathi","Maharashtra",TRUE
"1385","kalyan","banana",2016,"August",36,4017,4933,4425,"2016-08","Thane","Maharashtra",TRUE
"1397","kalyan","banana",2016,"May",33,1845,2255,2050,"2016-05","Thane","Maharashtra",TRUE
"13991","kalyan","banana",2016,"October",3,4000,7000,5000,"2016-10","Thane","Maharashtra",TRUE
"1401","kalyan","banana",2016,"September",36,3567,4867,4225,"2016-09","Thane","Maharashtra",TRUE
"1404","sangrampur-varvatbakal","banana",2016,"November",4,4000,6000,5600,"2016-11","Buldhana","Maharashtra",TRUE
"14151","kalyan","banana",2016,"November",27,6778,8667,7722,"2016-11","Thane","Maharashtra",TRUE
"1571","pune-manjri","beet root",2016,"September",7,3000,3000,3000,"2016-09","Pune","Maharashtra",TRUE
"1581","pune-manjri","beet root",2016,"November",1,3000,3000,3000,"2016-11","Pune","Maharashtra",TRUE
"1602","akole","bhagar/vari",2016,"January",20,2550,3200,3000,"2016-01","Ahmadnagar","Maharashtra",TRUE
"1617","devala","bhagar/vari",2016,"October",1,4000,4000,4000,"2016-10","Nasik","Maharashtra",TRUE
"1618","pune","bhagar/vari",2016,"June",89,3000,4000,3500,"2016-06","Pune","Maharashtra",TRUE
"1950","murbad","bitter gourd",2016,"July",403,6972,8044,7500,"2016-07","Thane","Maharashtra",TRUE
"2101","vaijapur","black gram",2016,"July",1,13100,13100,13100,"2016-07","Aurangabad","Maharashtra",TRUE
"2178","malkapur","black gram",2016,"July",7,12000,12200,12000,"2016-07","Buldhana","Maharashtra",TRUE
"2185","malkapur","black gram",2016,"June",34,11309,11716,11684,"2016-06","Buldhana","Maharashtra",TRUE
"2186","mehkar","black gram",2016,"June",34,11900,12501,12100,"2016-06","Buldhana","Maharashtra",TRUE
"2187","nandura","black gram",2016,"June",18,10806,12069,12069,"2016-06","Buldhana","Maharashtra",TRUE
"22271","shirpur","black gram",2016,"April",1,11900,11900,11900,"2016-04","Dhule","Maharashtra",TRUE
"2229","shirpur","black gram",2016,"August",2,13500,13500,13500,"2016-08","Dhule","Maharashtra",TRUE
"2234","shirpur","black gram",2016,"July",1,12900,12900,12900,"2016-07","Dhule","Maharashtra",TRUE
"2284","amalner","black gram",2016,"July",3,12600,12600,12600,"2016-07","Jalgaon","Maharashtra",TRUE
"2285","jalgaon","black gram",2016,"July",17,11833,11833,11833,"2016-07","Jalgaon","Maharashtra",TRUE
"2286","raver","black gram",2016,"July",1,11950,11950,11950,"2016-07","Jalgaon","Maharashtra",TRUE
"22901","jalgaon","black gram",2016,"June",143,12631,12792,12731,"2016-06","Jalgaon","Maharashtra",TRUE
"2291","parola","black gram",2016,"June",6,14150,14150,14150,"2016-06","Jalgaon","Maharashtra",TRUE
"2292","raver","black gram",2016,"June",26,11444,11747,11738,"2016-06","Jalgaon","Maharashtra",TRUE
"2293","amalner","black gram",2016,"March",1,84,84,84,"2016-03","Jalgaon","Maharashtra",TRUE
"2299","jalgaon","black gram",2016,"May",61,11771,11871,11871,"2016-05","Jalgaon","Maharashtra",TRUE
"23001","parola","black gram",2016,"May",3,14072,14072,14072,"2016-05","Jalgaon","Maharashtra",TRUE
"2301","raver","black gram",2016,"May",40,12059,12681,12464,"2016-05","Jalgaon","Maharashtra",TRUE
